customer_id,signup_date,account_age_months,plan,industry,region,seats,active_users_ratio,monthly_logins,feature_usage_score,support_tickets,avg_response_time_hours,billing_delay_days,mrr_usd,nps,churn
CUST-00735,2024-03-05,25,Starter,Manufacturing,EU,8,0.506,40,53.3,6,12.6,5,46.23,46,0
CUST-00736,2021-05-20,59,Starter,Services,EU,5,0.53,58,37.9,2,9.2,5,41.64,76,1
CUST-00737,2021-06-13,58,Starter,Manufacturing,NA,3,0.585,59,95.5,5,7.5,4,54.58,41,0
CUST-00738,2022-08-22,43,Starter,Services,LATAM,6,0.526,49,50.5,3,3.4,2,41.72,70,0
CUST-00739,2021-12-19,52,Business,Manufacturing,LATAM,62,0.687,74,77.7,2,5.2,3,383.14,69,0
CUST-00740,2022-10-01,42,Starter,Manufacturing,EU,10,0.971,58,68.7,3,11.2,4,44.98,37,1
CUST-00741,2022-01-09,51,Pro,Education,EU,7,0.775,87,92.0,2,12.0,1,166.1,49,0
CUST-00742,2023-07-29,32,Business,Healthcare,EU,81,0.898,81,71.7,3,6.5,0,485.68,79,0
CUST-00743,2023-12-15,27,Starter,Healthcare,LATAM,7,0.874,54,72.9,0,2.5,4,59.7,58,0
CUST-00744,2021-12-06,52,Pro,Healthcare,APAC,24,0.614,64,77.8,3,12.6,3,163.15,66,0
CUST-00745,2023-07-16,33,Starter,Retail,NA,8,0.585,67,49.0,3,7.4,2,46.41,43,0
CUST-00746,2021-05-08,59,Business,Services,EU,27,0.895,68,71.1,3,7.9,2,483.08,73,0
CUST-00747,2023-08-15,32,Business,Retail,LATAM,26,0.685,54,76.4,5,14.6,2,564.64,55,0
CUST-00748,2023-04-18,35,Business,Manufacturing,EU,92,0.885,62,99.7,3,12.0,4,561.54,55,0
CUST-00749,2023-05-03,35,Pro,Manufacturing,APAC,20,1.0,57,71.1,1,8.9,1,139.39,81,0
CUST-00750,2022-08-15,44,Business,Services,LATAM,57,0.562,66,60.7,2,3.4,1,514.98,14,0
CUST-00751,2021-05-09,59,Pro,Retail,EU,6,0.726,37,85.1,0,2.4,2,136.2,44,0
CUST-00752,2023-10-08,30,Pro,Healthcare,EU,29,0.75,52,48.0,1,9.4,3,160.71,53,0
CUST-00753,2021-05-12,59,Starter,Services,LATAM,1,0.631,51,79.8,7,14.0,2,42.7,61,0
CUST-00754,2022-08-01,44,Starter,Healthcare,LATAM,8,0.619,57,51.6,4,8.0,0,51.98,23,0
CUST-00755,2021-07-29,56,Starter,Retail,EU,6,0.636,61,60.5,4,9.0,5,34.69,48,0
CUST-00756,2023-10-13,30,Starter,Services,LATAM,7,0.708,61,60.6,9,18.2,1,40.02,42,0
CUST-00757,2022-11-21,40,Enterprise,Education,LATAM,496,0.805,81,80.4,1,10.4,2,2387.79,68,0
CUST-00758,2022-09-02,43,Enterprise,Manufacturing,APAC,194,0.923,76,61.2,4,9.9,1,1700.8,56,0
CUST-00759,2022-01-16,51,Starter,Education,NA,7,0.706,59,90.0,6,10.4,2,36.9,34,0
CUST-00760,2023-07-29,32,Enterprise,Manufacturing,EU,329,0.948,52,40.3,3,8.1,2,2769.19,57,0
CUST-00761,2021-09-10,55,Business,Manufacturing,EU,62,0.691,63,56.9,2,11.1,1,525.11,74,0
CUST-00762,2023-05-15,35,Pro,Services,NA,29,0.6,36,63.9,1,9.9,1,181.99,45,0
CUST-00763,2024-03-09,25,Enterprise,Retail,EU,462,0.734,59,63.3,1,7.1,1,2502.44,22,0
CUST-00764,2021-11-16,53,Business,Education,LATAM,60,0.849,79,94.3,3,7.5,0,517.71,67,0
CUST-00765,2023-04-04,36,Pro,Retail,LATAM,17,0.909,73,50.4,4,12.6,1,131.69,84,0
CUST-00766,2022-01-07,51,Starter,Healthcare,EU,10,0.929,66,99.2,4,14.0,1,52.09,39,0
CUST-00767,2024-01-21,26,Starter,Healthcare,APAC,1,0.754,70,66.4,4,6.3,2,52.26,77,0
CUST-00768,2023-12-16,27,Enterprise,Education,NA,265,0.893,75,59.4,2,7.1,3,2250.07,72,0
CUST-00769,2022-01-12,51,Starter,Healthcare,APAC,10,0.915,50,41.4,5,13.9,2,41.33,34,0
CUST-00770,2021-10-05,54,Starter,Services,EU,7,0.593,47,62.6,4,10.1,2,50.71,35,0
CUST-00771,2021-04-10,60,Starter,Manufacturing,NA,7,0.678,55,65.3,1,5.4,1,52.77,46,0
CUST-00772,2023-04-18,35,Pro,Retail,NA,9,1.0,57,89.0,1,7.1,2,145.48,72,1
CUST-00773,2024-01-09,27,Pro,Retail,LATAM,18,0.908,59,73.5,2,8.6,3,121.23,60,0
CUST-00774,2021-06-24,58,Enterprise,Manufacturing,EU,151,0.857,64,93.0,2,4.9,1,2146.25,82,0
CUST-00775,2023-09-07,31,Pro,Education,LATAM,21,0.914,61,73.3,4,10.1,2,154.87,73,0
CUST-00776,2023-06-26,33,Enterprise,Manufacturing,NA,141,0.58,52,69.0,0,6.4,0,2030.28,32,0
CUST-00777,2022-07-21,45,Pro,Manufacturing,LATAM,12,0.683,44,85.6,3,7.6,1,151.64,28,0
CUST-00778,2021-09-25,54,Pro,Retail,APAC,26,0.628,60,77.8,1,4.7,2,158.66,69,0
CUST-00779,2023-02-23,37,Starter,Services,LATAM,7,0.773,63,85.3,3,7.5,2,54.45,47,0
CUST-00780,2022-12-14,40,Starter,Healthcare,NA,10,0.655,45,94.9,0,3.1,3,51.32,58,0
CUST-00781,2023-09-01,31,Business,Retail,LATAM,50,0.794,58,74.9,1,8.7,0,473.57,73,0
CUST-00782,2022-11-09,41,Business,Manufacturing,LATAM,38,0.733,87,73.1,3,6.3,0,462.26,70,0
CUST-00783,2021-02-28,61,Pro,Retail,LATAM,22,0.536,72,79.2,3,9.3,2,122.54,27,0
CUST-00784,2021-09-02,55,Enterprise,Retail,EU,276,0.913,65,41.1,3,7.9,1,2053.93,20,0
CUST-00785,2022-04-02,48,Business,Services,EU,91,0.516,61,66.9,2,5.9,0,456.8,49,1
CUST-00786,2022-08-13,44,Starter,Education,NA,4,0.601,66,65.2,3,12.2,3,44.87,36,0
CUST-00787,2022-02-24,49,Pro,Healthcare,APAC,24,0.583,58,76.1,2,7.4,0,111.73,55,0
CUST-00788,2023-11-22,28,Business,Education,LATAM,87,0.648,67,52.9,5,9.3,1,483.42,45,0
CUST-00789,2021-12-04,52,Business,Education,APAC,57,0.81,86,93.7,2,5.8,1,448.62,43,0
CUST-00790,2023-03-28,36,Starter,Manufacturing,LATAM,3,0.895,52,63.8,4,10.7,3,49.87,94,0
CUST-00791,2022-03-10,49,Starter,Retail,APAC,6,0.476,41,65.4,0,7.6,2,39.69,57,0
CUST-00792,2024-04-06,24,Pro,Services,APAC,17,0.696,60,61.4,3,12.0,1,134.05,44,0
CUST-00793,2024-01-05,27,Starter,Retail,APAC,1,0.448,50,82.4,3,8.4,3,55.34,48,0
CUST-00794,2023-07-31,32,Starter,Retail,LATAM,4,0.619,61,37.8,3,8.2,2,57.88,61,0
CUST-00795,2023-07-07,33,Pro,Education,NA,7,0.791,73,100.0,1,6.9,0,149.51,51,0
CUST-00796,2023-02-12,38,Pro,Education,APAC,23,0.895,43,97.0,4,10.3,1,158.83,99,0
CUST-00797,2022-12-06,40,Starter,Services,NA,10,0.392,47,58.8,1,4.7,1,44.03,23,0
CUST-00798,2022-11-07,41,Pro,Services,LATAM,6,0.863,84,91.8,3,12.5,1,133.08,33,0
CUST-00799,2021-02-02,62,Starter,Retail,NA,6,0.564,45,74.4,1,6.7,4,46.47,27,0
CUST-00800,2024-01-30,26,Pro,Retail,LATAM,15,0.598,44,93.2,3,10.1,0,144.96,51,0
CUST-00801,2024-03-23,24,Business,Retail,NA,56,0.79,47,93.5,1,7.7,1,487.28,71,0
CUST-00802,2022-09-25,42,Enterprise,Healthcare,LATAM,350,0.874,62,100.0,1,7.6,0,2484.19,59,0
CUST-00803,2023-11-11,29,Starter,Manufacturing,EU,6,0.695,63,45.4,4,7.4,5,45.02,59,0
CUST-00804,2022-04-29,47,Business,Retail,NA,33,0.616,75,74.4,2,7.7,0,568.79,63,0
CUST-00805,2021-05-15,59,Enterprise,Retail,LATAM,375,0.765,46,52.6,1,12.3,1,2101.52,55,0
CUST-00806,2023-09-29,30,Pro,Healthcare,LATAM,18,0.671,55,57.9,5,15.0,0,140.8,55,0
CUST-00807,2022-09-04,43,Enterprise,Healthcare,APAC,225,0.871,64,100.0,3,9.2,2,2008.38,56,0
CUST-00808,2024-02-03,26,Starter,Healthcare,NA,8,0.871,62,83.7,3,7.9,3,37.98,52,0
CUST-00809,2021-09-13,55,Starter,Retail,EU,6,0.862,48,93.6,2,2.2,4,67.91,53,0
CUST-00810,2022-07-29,44,Business,Manufacturing,EU,63,0.777,74,81.5,3,7.6,1,440.7,61,0
CUST-00811,2023-03-12,37,Pro,Healthcare,EU,11,0.948,54,88.2,2,7.5,0,151.54,86,0
CUST-00812,2021-06-14,58,Starter,Retail,NA,6,0.557,29,59.4,3,8.0,2,65.43,28,0
CUST-00813,2024-04-10,24,Starter,Retail,EU,4,0.977,72,74.2,1,6.0,5,45.03,60,0
CUST-00814,2023-01-01,39,Starter,Healthcare,LATAM,8,0.556,53,58.9,3,10.4,4,55.64,53,0
CUST-00815,2021-07-26,57,Starter,Healthcare,NA,3,0.405,54,24.2,2,5.2,3,49.7,80,0
CUST-00816,2023-06-09,34,Starter,Healthcare,LATAM,7,0.915,56,79.2,2,8.4,2,45.31,71,0
CUST-00817,2023-11-21,28,Enterprise,Services,APAC,127,0.673,63,79.3,1,6.3,1,2163.01,45,0
CUST-00818,2022-03-25,48,Starter,Services,NA,4,0.728,69,60.5,4,7.7,2,60.49,35,0
CUST-00819,2023-01-02,39,Business,Healthcare,LATAM,59,0.625,90,69.8,2,11.9,3,502.08,72,0
CUST-00820,2023-06-17,33,Starter,Retail,EU,4,1.0,75,93.4,1,8.5,8,48.02,63,0
CUST-00821,2021-06-24,58,Starter,Education,LATAM,7,0.983,69,93.3,3,6.8,2,32.6,40,0
CUST-00822,2022-09-30,42,Enterprise,Retail,NA,452,1.0,48,65.0,2,9.0,0,1965.55,84,0
CUST-00823,2022-11-03,41,Starter,Manufacturing,APAC,3,0.723,55,57.8,4,6.4,2,39.03,57,0
CUST-00824,2021-12-28,51,Starter,Healthcare,EU,6,0.857,44,87.5,3,7.1,2,53.31,37,0
CUST-00825,2021-12-26,51,Business,Healthcare,EU,66,0.772,63,82.5,3,12.1,0,331.63,32,0
CUST-00826,2023-01-26,38,Starter,Services,NA,3,0.878,85,99.5,2,8.6,2,44.12,23,0
CUST-00827,2023-06-22,33,Starter,Manufacturing,NA,2,0.648,42,87.0,4,10.6,1,43.9,38,0
CUST-00828,2022-04-12,48,Enterprise,Manufacturing,LATAM,221,1.0,37,100.0,4,12.4,0,2017.64,65,0
CUST-00829,2021-06-25,58,Pro,Healthcare,EU,5,0.711,66,67.4,3,10.3,2,155.42,72,0
CUST-00830,2023-08-03,32,Business,Manufacturing,NA,31,0.728,64,96.0,3,8.1,1,505.95,62,0
CUST-00831,2021-07-28,56,Starter,Healthcare,LATAM,8,0.64,63,50.9,5,13.3,5,51.74,23,1
CUST-00832,2021-01-04,63,Starter,Healthcare,LATAM,3,0.739,43,93.6,9,11.2,1,48.42,32,0
CUST-00833,2022-01-22,51,Pro,Education,LATAM,26,0.722,52,76.5,4,8.2,2,136.07,77,0
CUST-00834,2023-09-09,31,Business,Manufacturing,LATAM,85,0.853,90,79.2,5,10.8,1,372.89,43,0
CUST-00835,2023-06-28,33,Starter,Retail,LATAM,6,0.638,38,84.5,3,10.2,1,45.48,66,0
CUST-00836,2022-01-03,51,Enterprise,Healthcare,NA,122,0.899,60,59.6,2,6.9,1,2671.23,75,0
CUST-00837,2022-09-16,43,Business,Healthcare,NA,53,1.0,83,59.4,5,6.5,4,496.4,71,0
CUST-00838,2024-02-26,25,Pro,Retail,NA,23,0.792,50,76.0,3,4.0,2,172.2,65,0
CUST-00839,2023-05-13,35,Pro,Healthcare,LATAM,9,1.0,68,85.7,3,8.6,1,183.94,77,0
CUST-00840,2023-06-30,33,Pro,Retail,NA,22,0.949,64,100.0,0,4.3,3,150.84,44,0
CUST-00841,2021-04-16,60,Business,Services,APAC,42,1.0,86,68.8,2,5.4,2,458.15,93,0
CUST-00842,2021-10-17,54,Starter,Manufacturing,LATAM,4,0.701,78,92.1,4,7.2,2,47.24,19,0
CUST-00843,2021-05-05,59,Business,Retail,LATAM,41,0.531,98,62.4,3,9.1,0,460.38,55,0
CUST-00844,2024-03-20,24,Pro,Education,NA,16,0.674,61,71.5,1,9.9,2,131.61,58,0
CUST-00845,2022-02-15,50,Enterprise,Services,LATAM,268,0.689,54,68.7,3,9.1,2,2681.74,42,0
CUST-00846,2022-08-23,43,Enterprise,Manufacturing,LATAM,176,0.637,59,70.0,1,9.9,3,2040.73,41,0
CUST-00847,2022-10-24,41,Starter,Education,NA,9,0.381,44,69.2,3,7.9,2,57.13,54,1
CUST-00848,2022-09-20,42,Pro,Retail,NA,7,0.934,44,75.1,2,8.8,0,168.21,78,0
CUST-00849,2021-03-04,61,Pro,Retail,APAC,9,0.501,49,41.9,4,13.3,0,153.32,43,0
CUST-00850,2023-12-28,27,Pro,Retail,APAC,19,0.919,76,79.1,1,6.2,2,163.37,61,0
CUST-00851,2022-04-02,48,Business,Manufacturing,NA,30,1.0,62,92.3,1,6.7,2,492.99,92,0
CUST-00852,2024-01-08,27,Starter,Healthcare,NA,2,0.593,41,44.8,4,9.0,3,41.69,40,0
CUST-00853,2023-07-08,33,Pro,Services,APAC,25,0.838,53,81.9,4,11.4,2,136.12,54,0
CUST-00854,2023-04-17,36,Enterprise,Manufacturing,NA,283,0.72,61,97.3,0,7.8,0,1727.81,60,0
CUST-00855,2023-04-24,35,Enterprise,Manufacturing,APAC,102,0.904,91,100.0,1,7.5,1,1758.22,100,0
CUST-00856,2024-03-20,24,Starter,Manufacturing,EU,3,0.531,41,71.5,3,8.2,2,53.73,34,0
CUST-00857,2021-12-31,51,Enterprise,Retail,LATAM,228,0.76,59,43.7,4,6.2,0,2088.69,68,0
CUST-00858,2022-01-30,50,Starter,Retail,LATAM,5,0.878,61,94.1,0,5.4,1,38.33,38,0
CUST-00859,2023-03-16,37,Pro,Healthcare,LATAM,9,0.773,55,93.2,1,6.1,1,188.38,45,0
CUST-00860,2021-10-06,54,Starter,Education,APAC,6,0.466,48,54.0,3,9.4,3,46.6,41,0
CUST-00861,2023-08-23,31,Pro,Retail,LATAM,16,0.966,58,83.4,1,6.9,3,132.68,66,0
CUST-00862,2021-02-05,62,Starter,Healthcare,EU,10,0.516,83,63.2,7,17.1,2,45.87,32,0
CUST-00863,2023-12-13,28,Starter,Education,NA,2,0.722,66,91.5,6,10.4,1,35.45,44,0
CUST-00864,2022-02-20,50,Starter,Manufacturing,APAC,4,0.797,53,63.1,6,8.2,2,39.15,36,0
CUST-00865,2021-01-06,63,Enterprise,Services,EU,216,0.798,73,92.8,1,3.7,1,2187.29,86,0
CUST-00866,2022-12-25,39,Pro,Education,LATAM,19,1.0,68,90.2,1,5.0,1,160.25,51,0
CUST-00867,2021-11-27,52,Business,Manufacturing,LATAM,58,0.89,77,82.7,2,10.4,2,515.8,76,0
CUST-00868,2022-01-02,51,Business,Healthcare,NA,89,0.75,70,95.4,2,4.5,1,550.74,71,0
CUST-00869,2022-08-01,44,Pro,Education,APAC,12,0.87,58,64.1,3,5.9,2,160.26,42,0
CUST-00870,2022-11-27,40,Starter,Retail,EU,3,0.741,43,71.2,5,12.0,3,45.61,43,0
CUST-00871,2021-06-13,58,Starter,Services,NA,1,0.717,36,69.9,4,12.0,5,49.35,51,0
CUST-00872,2021-02-28,61,Pro,Healthcare,APAC,19,0.817,64,54.9,2,3.8,1,166.22,91,0
CUST-00873,2022-07-08,45,Enterprise,Manufacturing,NA,449,0.715,54,92.9,2,3.3,0,2776.99,51,0
CUST-00874,2022-03-01,49,Starter,Retail,LATAM,1,0.742,68,90.2,1,4.6,0,59.4,100,0
CUST-00875,2022-11-30,40,Business,Services,APAC,75,0.704,60,69.6,4,11.5,3,430.31,65,0
CUST-00876,2023-06-17,33,Business,Manufacturing,NA,90,0.496,52,63.9,2,8.1,2,450.37,57,0
CUST-00877,2023-01-08,39,Enterprise,Healthcare,APAC,349,0.951,73,86.5,0,3.6,1,2367.74,86,0
CUST-00878,2021-05-06,59,Starter,Retail,NA,1,0.625,50,82.4,2,9.5,1,41.91,24,0
CUST-00879,2024-04-10,24,Enterprise,Manufacturing,NA,469,0.801,69,77.8,2,8.0,1,2333.04,81,0
CUST-00880,2023-05-08,35,Pro,Healthcare,LATAM,28,0.666,55,65.5,1,6.3,0,165.89,35,0
CUST-00881,2021-02-28,61,Pro,Services,NA,27,0.67,78,62.9,3,4.8,0,156.36,69,0
CUST-00882,2023-07-05,33,Business,Healthcare,LATAM,60,0.624,78,71.5,2,5.8,0,419.82,44,0
CUST-00883,2023-11-23,28,Starter,Healthcare,EU,2,0.852,65,62.1,3,13.7,2,54.39,44,0
CUST-00884,2022-11-14,41,Business,Education,LATAM,65,0.958,88,81.8,4,9.1,1,407.3,91,0
CUST-00885,2023-09-26,30,Pro,Healthcare,LATAM,5,0.784,55,47.1,9,13.0,0,124.55,37,0
CUST-00886,2023-11-30,28,Business,Education,LATAM,63,0.7,51,64.7,0,4.5,1,582.98,35,0
CUST-00887,2024-03-02,25,Business,Education,NA,20,0.526,70,100.0,1,6.9,3,368.34,72,0
CUST-00888,2024-02-20,25,Pro,Services,NA,14,0.899,85,100.0,0,7.7,0,147.82,47,0
CUST-00889,2021-08-21,56,Starter,Retail,EU,9,0.609,26,73.4,2,9.3,3,51.28,79,0
CUST-00890,2021-02-11,62,Starter,Healthcare,EU,7,0.542,57,74.5,5,9.3,1,43.6,43,0
CUST-00891,2023-02-22,37,Business,Services,NA,72,0.784,55,89.3,3,12.0,0,474.01,34,0
CUST-00892,2023-03-26,36,Pro,Healthcare,NA,26,0.73,57,63.8,6,14.1,2,118.82,61,1
CUST-00893,2022-11-14,41,Enterprise,Retail,LATAM,344,0.552,53,78.8,0,4.4,2,2021.22,68,0
CUST-00894,2021-10-12,54,Pro,Services,NA,19,0.573,61,68.8,1,6.3,2,154.92,18,0
CUST-00895,2024-02-13,25,Pro,Services,APAC,19,0.83,62,100.0,0,7.0,1,126.27,66,0
CUST-00896,2022-05-05,47,Business,Retail,NA,65,0.682,87,92.5,2,10.4,2,488.14,62,0
CUST-00897,2023-06-09,34,Business,Services,APAC,79,0.857,90,100.0,2,3.9,1,419.06,66,0
CUST-00898,2023-01-18,38,Pro,Manufacturing,LATAM,7,0.802,57,86.0,0,5.7,1,148.22,63,0
CUST-00899,2023-12-11,28,Starter,Manufacturing,EU,10,0.867,74,100.0,3,8.7,4,57.48,72,0
CUST-00900,2023-05-05,35,Enterprise,Retail,EU,407,0.655,51,69.0,3,7.4,0,1795.93,63,0
CUST-00901,2023-02-01,38,Business,Manufacturing,EU,49,0.815,69,100.0,1,5.2,0,412.09,64,0
CUST-00902,2023-10-06,30,Pro,Services,EU,7,0.876,47,69.8,3,11.4,4,156.26,55,0
CUST-00903,2021-03-07,61,Pro,Retail,LATAM,17,0.686,71,54.1,2,9.0,1,87.97,59,0
CUST-00904,2023-04-27,35,Starter,Manufacturing,EU,5,0.879,58,100.0,4,15.2,0,37.65,46,0
CUST-00905,2022-12-05,40,Pro,Services,NA,26,0.53,22,76.3,3,7.4,2,123.19,30,0
CUST-00906,2023-07-22,32,Starter,Manufacturing,NA,2,0.585,59,75.8,3,9.1,2,53.34,30,0
CUST-00907,2021-09-27,54,Starter,Retail,LATAM,2,0.454,43,51.2,6,12.9,4,58.03,36,0
CUST-00908,2022-12-20,39,Business,Retail,LATAM,32,0.67,67,60.4,2,9.9,0,599.85,41,0
CUST-00909,2021-12-07,52,Pro,Manufacturing,APAC,5,0.757,55,62.0,3,12.2,1,166.15,53,0
CUST-00910,2021-05-21,59,Business,Education,LATAM,86,0.905,73,74.7,5,11.2,1,411.11,78,0
CUST-00911,2022-11-22,40,Pro,Services,NA,5,0.757,90,68.4,4,7.2,1,169.44,49,0
CUST-00912,2021-01-26,63,Starter,Healthcare,LATAM,4,0.621,74,37.5,4,8.1,0,44.15,51,0
CUST-00913,2021-04-22,60,Pro,Manufacturing,EU,17,0.548,60,99.8,0,5.9,4,135.23,54,0
CUST-00914,2022-09-28,42,Starter,Education,EU,1,0.528,54,65.0,1,9.4,3,41.87,78,0
CUST-00915,2023-12-15,27,Business,Healthcare,APAC,28,0.827,88,93.9,3,5.2,2,380.53,88,0
CUST-00916,2023-05-09,35,Enterprise,Healthcare,NA,292,0.912,65,67.3,3,5.9,1,2402.24,52,0
CUST-00917,2021-01-19,63,Business,Healthcare,LATAM,76,0.717,81,76.8,2,9.6,1,506.13,71,0
CUST-00918,2021-05-11,59,Business,Services,LATAM,98,0.962,86,98.9,1,3.4,1,583.82,100,0
CUST-00919,2022-06-02,46,Business,Retail,LATAM,67,0.638,71,84.6,2,4.9,1,542.42,34,0
CUST-00920,2022-05-31,46,Business,Education,EU,98,0.721,83,70.6,2,10.5,3,506.99,75,0
CUST-00921,2021-02-17,62,Pro,Services,APAC,29,0.734,52,85.2,1,6.0,2,138.63,30,0
CUST-00922,2021-11-04,53,Business,Services,LATAM,74,1.0,81,98.1,0,4.8,0,507.41,73,0
CUST-00923,2021-06-02,58,Pro,Retail,NA,19,0.8,47,72.3,3,12.2,1,155.1,54,0
CUST-00924,2022-11-12,41,Starter,Healthcare,EU,10,0.44,38,54.5,0,2.8,5,60.95,24,0
CUST-00925,2023-03-01,37,Business,Services,NA,72,0.923,47,71.3,2,4.5,0,478.54,83,0
CUST-00926,2022-04-14,48,Business,Healthcare,EU,55,1.0,85,82.3,0,9.6,0,498.32,75,0
CUST-00927,2022-11-17,41,Starter,Services,NA,10,0.673,64,76.1,1,7.2,1,54.95,42,0
CUST-00928,2021-08-30,55,Enterprise,Education,LATAM,355,0.645,67,100.0,0,7.2,0,2235.48,67,0
CUST-00929,2023-10-19,29,Starter,Retail,NA,10,0.84,47,89.3,3,8.0,1,45.91,74,0
CUST-00930,2021-01-06,63,Business,Retail,NA,32,1.0,85,70.8,2,7.4,1,396.73,34,0
CUST-00931,2022-08-29,43,Enterprise,Services,EU,416,0.907,62,100.0,0,3.7,2,2196.23,13,0
CUST-00932,2022-01-21,51,Starter,Education,LATAM,6,0.467,58,70.8,0,6.3,3,63.17,55,0
CUST-00933,2022-06-26,45,Enterprise,Healthcare,NA,339,0.893,54,94.9,0,7.6,1,2376.5,55,0
CUST-00934,2022-09-12,43,Business,Healthcare,APAC,23,0.841,71,66.6,1,7.1,0,503.24,88,1
CUST-00935,2023-02-15,38,Business,Education,NA,33,0.637,50,65.3,2,10.4,2,540.32,48,0
CUST-00936,2024-01-21,26,Enterprise,Healthcare,LATAM,306,0.973,56,97.8,2,9.4,1,2220.5,71,0
CUST-00937,2022-11-05,41,Business,Services,APAC,22,0.846,75,67.7,1,4.0,1,493.27,61,0
CUST-00938,2021-09-30,54,Pro,Manufacturing,LATAM,17,0.977,66,88.1,0,5.1,1,155.92,43,0
CUST-00939,2022-09-21,42,Business,Manufacturing,EU,35,0.621,48,78.7,2,6.6,2,441.53,55,0
CUST-00940,2022-09-07,43,Pro,Manufacturing,LATAM,23,0.84,54,60.4,3,10.7,1,150.47,34,0
CUST-00941,2023-11-04,29,Starter,Retail,APAC,8,0.576,54,41.1,3,10.0,6,41.33,26,0
CUST-00942,2022-11-11,41,Starter,Services,LATAM,4,0.747,74,84.0,4,10.2,7,37.03,33,0
CUST-00943,2023-11-08,29,Pro,Retail,NA,18,1.0,55,100.0,5,13.5,0,127.46,36,0
CUST-00944,2023-02-19,37,Business,Manufacturing,APAC,73,0.566,73,74.4,3,4.1,0,396.01,46,0
CUST-00945,2022-11-18,41,Enterprise,Healthcare,NA,322,0.575,46,77.5,3,7.3,0,2180.51,43,0
CUST-00946,2022-01-30,50,Enterprise,Education,LATAM,485,0.923,57,64.9,3,7.5,3,1899.35,66,0
CUST-00947,2021-11-04,53,Starter,Healthcare,LATAM,8,0.708,46,88.8,5,11.6,0,57.37,20,0
CUST-00948,2021-04-30,59,Pro,Services,LATAM,26,0.956,51,81.0,0,6.9,0,170.5,66,0
CUST-00949,2022-10-20,41,Pro,Services,LATAM,17,0.659,49,95.2,0,5.5,3,133.85,53,0
CUST-00950,2024-01-11,27,Starter,Services,NA,9,0.718,69,86.1,1,3.3,6,43.86,64,0
CUST-00951,2021-01-16,63,Pro,Manufacturing,NA,18,0.883,52,94.0,0,6.5,3,131.99,73,0
CUST-00952,2024-02-18,25,Pro,Healthcare,APAC,30,0.812,48,76.2,6,12.4,1,142.07,51,0
CUST-00953,2023-10-29,29,Enterprise,Services,EU,252,0.512,53,69.3,5,7.3,2,2252.42,25,0
CUST-00954,2022-06-10,46,Starter,Healthcare,APAC,3,1.0,65,84.8,3,8.1,3,47.83,63,0
CUST-00955,2022-01-12,51,Business,Retail,NA,98,0.812,74,96.9,0,6.4,3,542.25,57,0
CUST-00956,2022-11-28,40,Enterprise,Education,NA,288,0.579,55,64.5,0,9.6,1,2341.25,83,0
CUST-00957,2023-10-24,29,Business,Retail,NA,67,0.827,63,64.2,6,9.4,1,580.36,51,0
CUST-00958,2021-02-04,62,Starter,Manufacturing,LATAM,10,0.774,47,95.8,3,10.8,1,46.05,58,0
CUST-00959,2022-06-24,45,Starter,Retail,LATAM,9,0.859,73,81.4,2,5.0,3,55.79,39,0
CUST-00960,2021-02-26,62,Enterprise,Manufacturing,APAC,376,0.919,61,78.2,1,3.4,1,2311.99,56,0
CUST-00961,2023-02-12,38,Starter,Manufacturing,EU,3,0.678,62,81.4,5,8.0,1,60.95,52,0
CUST-00962,2021-04-03,60,Starter,Manufacturing,LATAM,2,0.452,63,74.1,4,11.4,4,39.62,42,0
CUST-00963,2022-01-15,51,Enterprise,Healthcare,NA,347,0.849,71,54.0,4,10.2,0,2142.06,54,0
CUST-00964,2023-06-06,34,Business,Services,LATAM,83,0.534,50,80.0,2,6.9,0,366.57,20,0
CUST-00965,2023-06-22,33,Business,Manufacturing,NA,59,0.962,77,78.9,4,11.0,0,312.17,44,0
CUST-00966,2021-09-30,54,Starter,Manufacturing,LATAM,1,0.6,65,74.2,5,11.1,2,38.52,40,0
CUST-00967,2022-09-08,43,Pro,Manufacturing,APAC,16,0.875,68,74.4,4,10.2,1,123.83,78,0
CUST-00968,2021-08-10,56,Business,Healthcare,NA,32,0.682,73,70.4,6,11.3,1,364.16,10,0
CUST-00969,2022-12-11,40,Starter,Healthcare,NA,6,0.636,34,34.6,6,9.5,2,47.62,24,0
CUST-00970,2021-01-11,63,Starter,Healthcare,EU,1,0.59,45,57.3,2,11.9,1,45.23,20,0
CUST-00971,2023-09-04,31,Starter,Manufacturing,APAC,2,0.817,60,88.6,2,11.2,3,66.28,66,0
CUST-00972,2021-01-28,62,Pro,Services,APAC,11,0.687,38,100.0,0,9.5,2,157.63,84,0
CUST-00973,2023-01-01,39,Starter,Services,NA,8,0.825,69,83.3,2,6.4,1,53.69,67,1
CUST-00974,2022-05-02,47,Business,Manufacturing,LATAM,89,0.691,69,60.8,3,7.1,1,405.1,64,0
CUST-00975,2021-09-26,54,Starter,Education,EU,6,0.675,32,70.3,4,8.9,2,35.49,32,0
CUST-00976,2022-10-13,42,Starter,Healthcare,APAC,2,0.715,50,56.1,4,12.6,2,60.73,58,0
CUST-00977,2021-06-20,58,Enterprise,Retail,APAC,247,0.803,56,98.3,1,6.6,1,2105.29,49,0
CUST-00978,2022-11-26,40,Enterprise,Services,NA,109,0.641,53,68.0,4,8.5,5,2111.24,50,0
