date,store_id,region,product_category,day_of_week,month,holiday_flag,promo_flag,discount_pct,ad_spend,web_traffic,competitor_price_index,inventory_level,avg_temp_c,unit_price,units_sold,revenue,profit
2023-05-04,8,East,Personal Care,3,5,1,1,0.198,956.68,4065,0.961,883,32.4,10.88,88,764.98,246.59
2024-08-07,4,East,Beverages,2,8,1,0,0.221,669.57,4177,1.096,901,16.3,15.04,81,946.68,398.75
2023-10-24,4,East,Personal Care,1,10,0,1,0.03,492.25,4301,1.022,1207,9.9,13.13,82,1039.98,281.72
2024-03-09,3,North,Beverages,5,3,0,1,0.143,512.85,5776,1.007,1044,33.2,12.49,124,1327.78,477.33
2023-11-21,14,South,Personal Care,1,11,0,0,0.12,339.81,4688,0.955,995,12.8,12.02,91,961.19,358.71
2024-07-25,11,West,Dairy,3,7,0,0,0.055,479.79,4798,1.057,1335,17.4,13.71,77,1002.07,376.05
2024-12-28,10,South,Beverages,5,12,0,1,0.185,374.89,3109,1.012,1174,22.3,15.75,93,1192.92,348.49
2024-08-03,14,West,Beverages,5,8,0,0,0.112,447.88,4620,1.03,1809,21.5,16.2,91,1303.43,402.03
2024-11-10,17,North,Beverages,6,11,0,0,0.081,499.83,4458,1.011,1207,18.3,16.8,117,1810.05,735.37
2024-11-21,16,South,Dairy,3,11,0,1,0.204,654.71,3660,1.021,1545,-2.0,12.78,84,852.05,221.79
2023-03-07,3,East,Cleaning,1,3,0,1,0.238,784.05,3692,1.024,1223,27.6,10.09,100,770.24,235.55
2023-07-04,12,South,Snacks,1,7,0,0,0.106,485.8,4892,1.008,1146,19.3,12.19,83,909.96,334.7
2024-06-10,18,East,Snacks,0,6,0,0,0.093,363.34,3428,0.991,1111,21.8,16.0,90,1312.54,488.97
2024-03-06,16,South,Dairy,2,3,0,0,0.11,140.21,1764,1.037,759,28.6,15.58,58,804.84,326.14
2023-02-06,7,North,Dairy,0,2,0,1,0.2,721.35,5177,0.925,1014,23.6,15.11,83,1009.61,392.62
2023-03-11,8,South,Cleaning,5,3,0,0,0.016,297.51,3720,0.98,1467,29.0,12.32,87,1053.81,335.75
2024-01-15,18,North,Dairy,0,1,0,0,0.148,357.47,3498,0.98,1278,16.4,14.92,106,1349.02,498.92
2024-03-25,1,South,Cleaning,0,3,0,1,0.173,776.66,4133,0.89,1229,33.9,10.43,79,684.25,176.77
2023-05-03,11,North,Personal Care,2,5,0,1,0.276,926.77,7677,0.992,716,29.6,14.22,111,1145.26,344.61
2023-05-06,3,West,Snacks,5,5,0,1,0.235,693.91,6186,0.913,1100,28.2,13.94,98,1041.79,311.79
2023-04-05,18,East,Beverages,2,4,0,0,0.19,538.65,3814,0.949,711,29.0,12.82,72,751.74,319.47
2024-02-17,1,South,Beverages,5,2,1,0,0.059,338.88,3251,0.995,1205,28.9,15.3,104,1497.87,607.0
2023-01-06,1,North,Dairy,4,1,0,1,0.178,739.28,5741,0.978,1181,24.1,14.4,104,1237.38,375.83
2024-02-22,7,South,Snacks,3,2,0,1,0.125,690.42,4255,0.971,962,21.3,14.52,111,1407.84,569.48
2023-12-14,5,East,Personal Care,3,12,0,0,0.078,646.68,4730,0.997,1154,19.9,13.33,86,1054.49,329.3
2023-12-07,10,West,Dairy,3,12,1,0,0.195,483.53,2753,0.968,1152,15.0,16.25,39,516.36,193.44
2024-05-10,6,North,Dairy,4,5,0,0,0.209,411.34,3671,0.945,1059,36.4,15.31,69,835.56,283.92
2024-01-17,8,South,Cleaning,2,1,1,0,0.051,739.41,3667,0.969,1098,24.6,10.76,103,1054.91,256.79
2024-06-15,12,South,Snacks,5,6,0,0,0.093,435.27,2800,1.051,1090,18.2,14.65,71,938.69,285.53
2024-07-11,12,South,Cleaning,3,7,0,0,0.115,272.59,4799,0.886,960,32.0,12.5,73,805.26,358.71
2024-11-02,19,North,Beverages,5,11,0,0,0.155,858.26,5128,0.971,1454,-1.5,15.22,115,1480.41,431.1
2024-08-06,10,East,Dairy,1,8,0,1,0.094,527.43,4969,0.973,1277,17.8,16.45,90,1337.53,344.2
2024-01-13,12,North,Personal Care,5,1,0,0,0.024,439.65,2009,1.035,1207,13.8,12.64,78,957.14,194.68
2023-12-26,14,North,Cleaning,1,12,0,0,0.149,505.47,3479,0.91,1618,25.3,12.94,36,401.59,102.63
2023-06-22,4,North,Personal Care,3,6,0,0,0.003,492.82,4394,0.994,1028,23.5,11.09,110,1213.56,504.52
2024-03-13,14,West,Snacks,2,3,0,0,0.093,419.64,3934,0.992,1528,20.2,14.03,102,1291.66,429.19
2023-04-12,18,South,Cleaning,2,4,0,0,0.13,420.44,1823,1.041,1620,24.4,11.62,64,648.68,161.1
2024-11-10,7,North,Dairy,6,11,0,0,0.145,412.41,3924,1.0,1571,6.8,17.03,98,1425.23,521.93
2024-09-08,4,South,Dairy,6,9,0,0,0.111,271.45,3644,0.933,1095,9.2,14.78,74,970.75,296.54
2023-03-29,7,West,Beverages,2,3,0,0,0.098,794.04,6037,0.971,1578,23.0,15.35,117,1623.59,621.6
2024-07-27,6,South,Beverages,5,7,0,1,0.251,664.8,4605,1.002,1240,13.5,12.03,142,1279.56,409.23
2023-03-27,12,East,Dairy,0,3,0,0,0.137,545.51,2119,0.926,1547,26.5,14.51,110,1380.86,652.98
2024-06-10,18,South,Beverages,0,6,0,1,0.161,646.46,4242,0.976,1515,24.3,13.32,110,1227.04,472.87
2023-03-06,12,North,Cleaning,0,3,0,1,0.202,643.24,4142,0.969,1430,19.0,15.47,80,987.78,324.2
2023-12-23,3,East,Personal Care,5,12,0,1,0.223,627.13,5744,0.945,1151,4.1,12.57,114,1108.64,391.25
2024-04-25,7,East,Personal Care,3,4,0,0,0.223,202.02,661,1.099,1178,27.9,13.6,39,414.88,168.47
2024-06-16,14,South,Beverages,6,6,0,0,0.167,424.3,3369,0.958,1423,25.2,14.68,111,1354.16,514.47
2023-11-02,7,East,Personal Care,3,11,0,0,0.193,384.88,4938,0.994,829,15.5,11.27,85,775.54,251.13
2024-11-03,12,South,Beverages,6,11,0,1,0.163,887.44,5869,0.941,1198,14.4,13.76,122,1410.23,470.97
2024-07-19,14,South,Dairy,4,7,1,0,0.089,378.53,4442,1.024,743,27.4,15.57,111,1576.74,564.07
2023-06-02,7,East,Personal Care,4,6,1,1,0.186,727.66,3905,1.017,1230,28.0,13.62,100,1105.19,321.31
2024-05-04,13,East,Beverages,5,5,0,0,0.111,306.25,1977,0.963,947,40.0,11.28,69,691.29,250.05
2024-06-17,8,South,Beverages,0,6,0,1,0.14,930.8,7286,0.982,1013,40.0,13.71,138,1628.1,433.57
2023-09-01,3,West,Beverages,4,9,0,0,0.196,310.89,3524,0.926,1871,0.5,15.93,66,843.21,337.26
2024-06-22,8,South,Dairy,5,6,0,0,0.173,539.97,4213,0.92,1423,8.8,15.82,111,1456.74,369.93
2024-10-17,9,North,Cleaning,3,10,0,0,0.102,605.23,3309,1.046,1045,10.0,13.71,84,1039.77,288.83
2024-08-19,1,East,Beverages,0,8,0,0,0.159,426.62,3871,0.953,1305,17.0,13.12,103,1137.73,418.46
2024-07-10,18,South,Beverages,2,7,0,0,0.133,229.71,2158,0.866,1327,17.5,16.29,88,1246.2,473.21
2024-04-08,11,West,Dairy,0,4,0,0,0.163,231.74,4263,1.067,1195,30.2,14.94,88,1097.87,387.3
2023-07-17,1,West,Snacks,0,7,0,0,0.039,587.56,6718,0.97,1228,16.4,16.43,126,1983.73,647.43
2024-08-03,18,West,Cleaning,5,8,1,0,0.111,368.3,4040,0.98,1012,9.8,12.0,82,870.78,253.78
2023-09-23,18,South,Personal Care,5,9,0,0,0.117,512.72,3467,1.073,745,7.8,10.63,83,779.95,307.64
2024-01-24,1,East,Cleaning,2,1,0,1,0.237,718.3,3075,0.954,1132,16.8,13.19,44,445.35,102.03
2023-08-18,4,West,Personal Care,4,8,0,0,0.082,510.34,2515,0.991,1250,19.1,12.88,53,624.48,262.56
2023-08-17,8,West,Dairy,3,8,0,0,0.0,525.45,5476,0.959,970,11.1,14.47,85,1236.33,438.73
2023-04-26,11,South,Cleaning,2,4,0,0,0.055,300.61,2476,0.924,1097,24.3,9.97,92,870.22,243.37
2024-12-02,15,South,Beverages,0,12,0,0,0.116,293.92,3048,0.983,941,17.4,16.77,116,1722.88,753.3
2023-04-18,9,North,Beverages,1,4,0,0,0.124,564.39,4783,1.007,1049,24.8,13.77,74,897.25,367.55
2023-03-04,13,South,Cleaning,5,3,0,0,0.221,349.3,4882,0.98,1223,31.6,14.21,107,1187.69,410.27
2024-11-14,1,North,Beverages,3,11,0,1,0.235,259.98,3800,0.937,1333,5.6,13.9,85,902.27,259.47
2024-02-10,14,West,Personal Care,5,2,0,0,0.125,553.8,3797,0.99,1262,15.2,12.2,98,1042.39,334.85
2023-11-16,19,East,Cleaning,3,11,0,1,0.198,534.2,4867,0.879,921,12.9,13.85,87,966.14,416.4
2024-06-22,11,South,Personal Care,5,6,0,0,0.186,524.74,3509,0.996,1261,24.4,13.4,104,1137.16,485.84
2023-10-07,10,South,Snacks,5,10,0,0,0.085,672.85,4002,1.007,1359,4.8,14.11,104,1340.78,449.12
2023-04-04,6,West,Dairy,1,4,0,0,0.112,452.68,4229,1.091,1412,34.1,13.21,66,774.38,303.71
2024-06-16,20,North,Cleaning,6,6,0,0,0.055,609.32,4495,1.007,901,33.5,11.36,89,954.64,307.49
2023-05-09,1,East,Snacks,1,5,0,0,0.205,474.61,5842,0.922,1853,21.2,14.8,115,1348.56,461.27
2024-02-08,6,South,Dairy,3,2,0,1,0.224,953.99,6457,0.962,625,30.9,13.18,118,1211.5,413.72
2024-11-23,3,North,Cleaning,5,11,0,1,0.158,530.06,5826,0.964,1617,-2.0,11.25,102,964.98,236.73
2024-11-14,18,North,Personal Care,3,11,0,0,0.113,448.69,2882,1.013,1293,17.5,12.91,62,707.3,212.0
2023-09-21,10,East,Cleaning,3,9,0,0,0.151,557.71,4646,0.984,1189,5.9,12.09,64,654.53,164.45
2024-07-23,19,North,Beverages,1,7,0,0,0.105,419.53,3108,0.931,1598,23.9,16.57,71,1050.61,317.31
2024-03-23,14,West,Dairy,5,3,0,0,0.088,634.36,4759,0.916,1312,19.2,14.58,97,1286.19,447.66
2023-12-16,12,North,Dairy,5,12,0,0,0.081,380.87,4262,1.013,1144,13.6,14.03,92,1182.07,430.21
2023-04-13,11,North,Beverages,3,4,0,1,0.22,1031.1,6338,1.034,1056,21.1,18.34,106,1518.76,517.24
2023-10-02,5,East,Snacks,0,10,0,1,0.179,1039.55,8485,0.979,1661,8.7,13.59,125,1397.8,400.4
2024-04-20,12,North,Snacks,5,4,0,0,0.093,495.13,5271,1.037,943,37.0,13.93,78,988.85,368.31
2024-12-21,14,North,Beverages,5,12,1,0,0.04,658.42,5535,1.061,1839,13.4,14.0,120,1612.25,420.92
2023-01-04,20,South,Dairy,2,1,0,1,0.205,890.67,6560,0.982,1278,30.7,14.61,144,1674.89,627.67
2024-06-07,11,East,Beverages,4,6,0,1,0.189,510.05,6317,0.932,1292,19.7,14.61,113,1332.89,451.4
2024-09-09,19,South,Dairy,0,9,1,0,0.101,360.08,2287,1.005,1080,20.0,16.29,89,1298.1,479.34
2024-11-25,19,North,Beverages,0,11,0,0,0.132,651.03,5686,1.047,1132,1.3,15.07,159,2076.23,783.68
2023-11-06,11,East,Cleaning,0,11,0,1,0.245,743.84,4539,0.985,888,9.4,13.51,102,1041.19,223.05
2023-03-28,9,West,Beverages,1,3,0,1,0.242,663.76,4683,0.997,1228,21.7,15.96,116,1397.63,508.68
2023-07-17,3,East,Personal Care,0,7,0,0,0.153,451.78,4361,0.959,1213,27.2,13.79,93,1087.14,393.53
2024-09-12,6,East,Beverages,3,9,0,1,0.186,318.23,5265,0.963,620,12.2,15.03,75,921.21,355.19
2024-10-02,18,West,Dairy,2,10,0,0,0.086,419.51,2720,0.993,1217,-2.0,16.55,40,601.54,193.79
2024-04-10,3,South,Snacks,2,4,0,1,0.137,579.51,4477,0.983,1359,18.1,12.64,121,1320.16,461.99
2023-03-31,8,South,Snacks,4,3,0,0,0.084,596.89,4378,1.057,872,18.9,17.7,122,1978.36,814.74
2023-03-31,14,West,Dairy,4,3,1,0,0.121,729.2,4520,0.872,1261,30.5,14.28,129,1618.16,590.9
2023-12-16,5,West,Personal Care,5,12,1,0,0.073,662.27,5255,1.003,1384,18.8,13.01,89,1077.37,323.58
2024-03-05,20,East,Personal Care,1,3,0,0,0.126,513.27,7132,0.985,1107,23.1,11.8,112,1157.81,339.45
2023-01-24,13,West,Snacks,1,1,0,0,0.062,210.42,3509,0.936,747,14.7,12.54,84,993.72,359.59
2024-05-15,1,South,Beverages,2,5,0,0,0.02,544.5,3472,1.049,1142,29.2,15.86,114,1777.33,626.58
2024-02-02,5,South,Cleaning,4,2,0,0,0.169,550.7,2985,0.941,1501,15.2,15.18,71,891.25,310.71
2023-01-09,15,West,Dairy,0,1,0,0,0.092,649.23,4155,0.979,820,20.7,14.21,74,960.53,337.19
2023-03-11,18,South,Beverages,5,3,1,1,0.15,1158.91,5831,1.075,1017,27.2,14.99,174,2216.65,851.53
2023-11-28,19,East,Cleaning,1,11,0,1,0.134,429.19,4908,1.037,1178,9.4,12.31,85,907.24,381.03
2024-06-11,18,West,Dairy,1,6,0,1,0.225,637.84,5520,0.992,1508,24.4,16.4,93,1185.5,441.1
2024-08-25,2,North,Cleaning,6,8,0,0,0.202,331.24,3077,0.988,1113,14.6,15.11,66,790.82,238.26
2023-11-11,15,West,Snacks,5,11,0,0,0.096,477.6,5719,0.988,1255,14.1,16.33,121,1781.12,676.41
2023-08-04,3,West,Snacks,4,8,0,1,0.187,702.14,4645,1.073,1196,6.0,13.87,115,1298.67,459.79
2024-12-07,2,East,Beverages,5,12,0,0,0.184,412.55,3630,1.014,1078,17.7,15.24,70,871.23,313.99
2023-12-01,14,South,Cleaning,4,12,0,0,0.011,614.42,4918,0.98,1007,20.2,12.88,100,1278.65,357.16
2023-08-19,10,West,Beverages,5,8,0,1,0.318,523.77,5574,0.87,1346,15.9,14.47,85,842.97,317.56
2023-11-19,13,South,Cleaning,6,11,0,1,0.347,533.42,5950,0.962,1410,14.7,10.47,81,550.51,158.9
2023-01-09,18,South,Cleaning,0,1,0,0,0.0,286.12,3744,1.017,1142,17.3,10.88,66,715.69,251.52
2023-08-09,2,North,Cleaning,2,8,0,1,0.194,642.35,6073,0.9,1307,19.3,13.61,114,1245.18,417.55
2024-01-12,11,East,Beverages,4,1,1,0,0.077,373.43,3022,1.022,869,18.4,16.25,121,1813.86,637.23
2024-11-01,17,East,Snacks,4,11,0,1,0.184,692.23,6103,0.961,1524,4.2,13.91,137,1555.68,531.33
2024-06-22,9,South,Dairy,5,6,0,0,0.095,423.52,4585,1.023,902,26.9,15.37,121,1683.1,538.96
2024-07-24,11,West,Dairy,2,7,0,0,0.169,324.16,4834,1.0,671,8.2,16.68,73,1013.71,360.76
2024-02-02,10,North,Personal Care,4,2,1,0,0.113,709.8,3128,0.961,998,23.7,11.11,81,793.63,175.58
2023-03-22,19,West,Snacks,2,3,0,0,0.065,440.48,3005,1.035,1007,22.6,13.58,122,1548.13,549.61
2023-10-13,1,South,Personal Care,4,10,0,1,0.19,870.02,6551,0.948,953,7.3,16.33,108,1422.32,592.02
2024-12-28,18,West,Beverages,5,12,0,0,0.151,418.79,1370,0.961,2026,15.0,14.92,46,579.11,168.07
2023-02-02,17,North,Snacks,3,2,0,1,0.129,696.13,5731,0.961,1230,17.7,12.62,142,1557.29,505.55
2024-10-03,17,West,Beverages,3,10,1,1,0.101,729.95,6344,1.051,1277,13.1,14.66,135,1781.26,615.58
2024-05-14,9,South,Cleaning,1,5,0,0,0.24,448.87,3328,0.946,1175,25.3,13.43,92,938.23,332.8
2023-07-27,11,West,Beverages,3,7,1,1,0.161,933.96,5615,1.048,1037,14.3,10.93,140,1287.95,550.88
2024-07-21,8,West,Snacks,6,7,0,0,0.112,384.19,2686,1.081,1486,26.0,14.45,79,1019.83,456.07
2024-09-02,6,North,Cleaning,0,9,0,0,0.096,532.95,3629,0.959,873,12.3,11.48,96,998.31,254.48
2023-02-01,18,South,Dairy,2,2,0,0,0.153,319.96,3017,0.85,967,25.8,12.7,50,541.57,196.06
2023-03-19,11,East,Beverages,6,3,0,1,0.306,821.45,5050,0.996,1561,33.4,14.61,113,1148.68,315.32
2024-04-30,15,West,Beverages,1,4,0,1,0.235,607.22,4358,0.944,1634,34.4,14.31,95,1040.45,430.19
2024-12-30,3,North,Dairy,0,12,1,1,0.109,956.27,5825,0.949,955,17.5,14.97,85,1135.88,414.59
2023-01-18,16,South,Snacks,2,1,0,1,0.117,709.76,5074,0.961,1347,16.2,13.71,137,1662.36,518.51
2024-04-30,14,South,Beverages,1,4,0,1,0.176,943.35,7717,0.955,1087,17.4,13.07,151,1626.88,551.08
2023-04-10,20,West,Dairy,0,4,0,0,0.104,265.35,2941,1.059,1552,27.2,12.96,93,1075.55,358.57
2024-04-19,3,West,Snacks,4,4,0,1,0.097,463.81,4901,1.004,645,32.6,13.23,124,1476.74,525.06
2024-03-31,11,North,Dairy,6,3,0,0,0.169,351.41,3035,1.042,1196,27.1,16.2,88,1190.69,436.71
2023-03-08,11,West,Snacks,2,3,0,0,0.055,228.46,2655,1.031,1208,4.3,14.53,75,1034.75,410.11
2024-05-11,11,West,Beverages,5,5,0,0,0.21,228.76,1652,0.952,1553,30.1,14.4,59,667.08,275.02
2024-10-16,2,East,Beverages,2,10,0,0,0.229,549.45,2734,0.943,1095,15.6,13.04,74,748.1,187.85
2024-09-22,10,North,Snacks,6,9,0,0,0.105,449.33,2762,1.022,1333,9.3,13.68,95,1166.86,316.02
2023-01-22,6,South,Beverages,6,1,0,0,0.146,373.25,3785,1.024,1234,23.9,15.53,99,1312.69,537.14
2023-06-29,13,South,Snacks,3,6,1,0,0.046,508.09,4993,1.058,1005,25.8,14.91,112,1589.21,650.99
2023-06-25,5,North,Personal Care,6,6,0,0,0.157,354.44,1955,0.968,843,17.9,12.83,37,395.28,128.72
2023-11-27,9,South,Cleaning,0,11,0,1,0.17,964.06,5598,0.986,1194,18.7,8.34,104,720.04,184.23
2023-04-15,13,North,Snacks,5,4,0,0,0.055,332.32,2267,1.036,1382,18.4,13.26,80,998.66,361.98
2024-09-15,2,North,Dairy,6,9,0,0,0.103,238.46,2978,0.975,1024,10.7,14.32,68,879.93,293.32
2024-07-21,16,West,Dairy,6,7,1,0,0.092,697.37,5560,0.94,1110,17.1,13.73,109,1362.46,465.3
2024-08-13,15,South,Cleaning,1,8,0,0,0.1,415.48,3344,0.955,1024,9.0,11.42,62,635.89,212.05
2023-05-25,2,West,Snacks,3,5,0,0,0.177,776.2,4786,0.964,1115,26.8,15.34,108,1363.63,291.56
2023-01-11,2,North,Snacks,2,1,1,1,0.153,735.81,6717,1.015,1437,25.9,14.15,144,1727.61,642.99
2024-10-26,18,West,Snacks,5,10,1,0,0.224,705.36,5028,1.027,1428,17.5,15.59,132,1595.7,419.09
2023-07-30,6,South,Beverages,6,7,0,1,0.12,873.15,5135,0.922,1166,22.3,12.39,153,1663.36,441.89
2024-04-24,18,East,Snacks,2,4,0,1,0.297,616.59,5193,0.916,1131,15.8,13.77,137,1324.02,420.43
2024-10-25,10,East,Personal Care,4,10,0,0,0.059,331.13,2749,0.987,1074,2.0,10.79,53,539.58,230.52
2023-01-27,7,South,Personal Care,4,1,0,1,0.2,818.62,6034,1.01,1552,19.0,12.9,82,848.74,255.71
2023-01-04,6,West,Beverages,2,1,0,0,0.091,541.98,4590,0.971,1931,17.8,13.04,104,1237.7,458.82
2023-01-04,14,North,Snacks,2,1,0,1,0.179,474.3,3392,0.954,1355,15.0,15.99,106,1389.15,488.54
2023-04-25,3,West,Snacks,1,4,0,1,0.248,519.45,4916,0.887,1681,37.4,14.77,115,1281.67,513.6
2023-02-07,9,North,Dairy,1,2,0,1,0.29,294.17,3977,0.972,1160,22.6,16.42,98,1148.0,369.3
2024-08-21,7,South,Dairy,2,8,0,1,0.271,795.26,6076,0.944,971,17.3,14.4,60,632.27,145.5
2024-03-18,4,North,Beverages,0,3,0,1,0.176,658.11,5923,0.943,1240,30.9,13.07,154,1663.36,482.12
2024-12-16,8,East,Personal Care,0,12,0,1,0.211,674.06,5652,0.954,1073,14.3,12.03,99,940.18,321.31
2024-08-08,11,South,Personal Care,3,8,0,0,0.073,179.37,2765,1.058,1737,29.5,13.87,38,487.72,196.82
2024-12-04,14,West,Cleaning,2,12,0,1,0.141,524.3,5613,0.935,1123,8.4,14.53,100,1247.16,410.04
2023-06-24,2,South,Cleaning,5,6,1,1,0.131,743.53,4645,0.945,1020,18.4,12.58,113,1233.2,300.86
2023-07-30,18,South,Dairy,6,7,0,0,0.094,342.43,2339,1.059,870,12.3,14.48,85,1118.76,393.85
2024-09-12,18,North,Snacks,3,9,0,1,0.215,718.85,2481,0.97,1537,20.4,13.94,97,1057.96,320.59
2023-06-28,14,East,Beverages,2,6,0,0,0.005,543.35,4067,1.052,1482,26.8,14.46,124,1788.57,657.2
2023-02-11,19,East,Dairy,5,2,0,0,0.117,813.14,4200,1.011,1286,18.7,17.84,77,1208.73,424.69
2024-05-03,9,North,Beverages,4,5,1,0,0.211,566.8,4558,0.965,786,19.7,16.23,113,1445.52,456.37
2024-08-07,17,West,Cleaning,2,8,0,0,0.187,628.46,2611,0.956,890,22.3,12.36,25,254.1,47.63
2024-12-07,15,South,Snacks,5,12,0,1,0.165,567.2,4319,1.02,1697,16.2,14.35,119,1427.54,468.29
2024-11-08,12,North,Snacks,4,11,0,0,0.036,182.01,3469,1.069,1232,19.5,14.62,109,1542.62,532.49
2023-03-29,4,South,Snacks,2,3,0,0,0.148,393.63,2754,1.037,1377,24.6,14.89,65,825.79,267.96
2024-07-17,12,North,Personal Care,2,7,0,0,0.0,194.36,3451,0.961,1774,21.1,12.92,64,831.94,277.38
2024-09-09,19,North,Beverages,0,9,0,0,0.187,452.35,3356,1.039,1819,12.9,13.32,63,680.19,251.3
2024-05-24,20,West,Beverages,4,5,0,1,0.187,575.13,4896,0.955,1249,21.2,15.95,114,1479.02,583.61
2024-08-21,9,South,Beverages,2,8,0,1,0.31,387.32,4898,0.905,1123,13.1,14.53,104,1047.86,369.43
2024-09-03,5,East,Cleaning,1,9,0,0,0.016,727.76,5541,1.007,1088,4.0,13.33,91,1188.07,394.35
2023-11-22,15,West,Personal Care,2,11,0,0,0.175,363.99,3675,1.018,1194,14.0,15.8,71,928.9,348.12
2023-01-30,2,East,Snacks,0,1,0,0,0.114,187.98,2331,1.019,789,22.6,14.93,90,1195.33,424.78
2023-11-30,4,West,Personal Care,3,11,1,0,0.1,713.71,4229,0.982,1072,17.0,14.0,105,1321.68,385.12
2023-05-28,12,East,Snacks,6,5,0,0,0.038,333.42,4074,1.052,908,28.9,18.68,87,1564.46,474.93
2023-03-25,20,South,Cleaning,5,3,0,0,0.156,624.43,3454,0.988,1305,24.2,12.29,106,1097.46,289.58
2023-04-02,7,South,Beverages,6,4,0,0,0.161,332.66,3338,0.951,1139,35.3,12.97,129,1402.14,598.38
2024-05-24,9,South,Dairy,4,5,0,0,0.227,363.46,3243,0.928,1644,30.3,14.61,108,1216.37,503.88
2024-01-04,7,East,Cleaning,3,1,0,0,0.18,505.17,3922,0.995,875,26.3,14.17,66,763.36,260.72
2024-01-30,9,North,Dairy,1,1,0,0,0.084,544.92,3226,0.995,1458,26.7,13.19,70,843.91,273.71
2024-06-27,1,West,Snacks,3,6,1,1,0.14,942.96,4362,0.916,1343,21.2,13.15,106,1196.86,393.64
2024-02-05,12,East,Cleaning,0,2,0,1,0.118,685.64,5726,1.033,1129,24.3,13.55,84,1009.29,356.57
2024-04-04,12,South,Personal Care,3,4,0,0,0.208,534.58,4971,0.944,1634,30.6,13.12,88,918.4,320.2
2023-03-04,7,East,Snacks,5,3,0,1,0.153,819.3,4045,1.061,1706,18.0,14.05,136,1616.7,509.73
2024-09-13,6,South,Dairy,4,9,0,1,0.289,732.09,5728,0.878,1183,4.3,16.5,125,1461.37,593.91
2023-11-24,16,North,Cleaning,4,11,0,0,0.152,427.17,4756,0.973,1211,3.3,11.0,64,595.66,122.38
2023-04-24,4,West,Snacks,0,4,0,0,0.14,218.75,3693,0.95,1050,25.4,12.14,84,874.91,314.05
2024-08-16,1,South,Personal Care,4,8,0,0,0.102,545.87,3763,0.946,1254,12.0,11.56,81,843.21,232.45
2024-06-20,1,North,Snacks,3,6,0,1,0.24,706.75,4471,0.936,1334,13.4,15.01,92,1047.83,372.02
2023-02-08,18,North,Cleaning,2,2,1,0,0.119,503.82,4084,1.079,1011,22.9,12.36,96,1040.48,325.2
2023-05-21,8,North,Beverages,6,5,0,1,0.178,904.44,6136,0.983,910,24.4,13.53,151,1675.4,555.91
2023-01-12,3,East,Snacks,3,1,0,0,0.162,221.55,3251,0.94,1291,25.1,12.58,79,830.07,262.14
2023-07-17,18,East,Dairy,0,7,0,0,0.111,713.05,4477,0.901,1324,30.1,14.62,104,1344.93,467.39
2023-03-14,3,South,Dairy,1,3,0,1,0.152,696.44,4315,0.896,1107,27.7,16.56,123,1724.71,465.88
2024-06-02,7,North,Personal Care,6,6,0,0,0.156,500.8,4383,0.954,1199,17.8,12.33,93,967.2,399.63
2024-01-17,1,South,Personal Care,2,1,0,1,0.196,636.79,5534,0.939,898,21.9,12.57,84,851.52,232.21
2024-12-16,14,East,Beverages,0,12,0,1,0.229,433.27,4681,0.951,868,14.1,12.83,117,1152.78,396.55
2024-07-01,14,West,Snacks,0,7,0,1,0.173,677.66,5333,0.863,1682,16.6,13.69,114,1289.12,501.29
2024-03-22,16,South,Snacks,4,3,0,0,0.047,503.56,5522,1.004,882,19.8,14.67,118,1642.86,423.65
2024-01-07,6,North,Dairy,6,1,0,1,0.304,808.2,5063,0.995,1361,15.2,17.96,101,1263.34,298.64
2023-02-09,7,East,Dairy,3,2,0,0,0.213,418.31,4908,1.048,1119,20.9,15.3,93,1119.85,508.2
2023-02-21,19,East,Personal Care,1,2,0,0,0.173,99.19,2137,0.882,1445,26.8,13.42,71,792.35,286.15
2024-03-25,17,North,Cleaning,0,3,0,1,0.177,453.33,5558,0.936,1167,28.0,13.21,72,785.99,234.68
2023-01-04,1,East,Beverages,2,1,0,1,0.182,1028.32,7395,0.932,1086,29.0,15.47,170,2158.16,690.17
2023-01-31,14,North,Snacks,1,1,1,0,0.203,395.19,3422,0.977,1022,22.0,13.39,85,902.05,242.81
2023-06-09,17,North,Dairy,4,6,0,0,0.099,678.33,6030,0.934,1033,24.5,18.22,105,1723.48,487.97
2024-10-07,12,East,Dairy,0,10,0,1,0.162,550.55,5274,1.064,1358,8.2,14.97,87,1090.68,355.95
2023-12-02,13,South,Beverages,5,12,0,1,0.312,670.81,4423,0.944,1329,7.8,14.83,87,887.87,182.64
2024-06-01,1,South,Snacks,5,6,0,0,0.117,550.03,3813,0.985,1694,18.6,14.97,72,956.37,274.62
2023-10-28,1,East,Snacks,5,10,0,1,0.306,568.77,5926,1.023,1293,5.8,14.68,111,1133.97,405.33
2023-05-07,1,East,Beverages,6,5,0,0,0.036,704.75,5445,1.01,893,9.6,16.64,171,2746.91,1063.31
2023-09-28,4,North,Cleaning,3,9,0,0,0.151,462.12,2934,1.002,1450,5.0,11.17,27,259.89,45.63
2023-03-08,20,West,Snacks,2,3,0,0,0.244,523.74,3946,0.921,1223,34.5,15.3,66,764.91,279.09
2024-07-16,13,East,Dairy,1,7,0,1,0.202,657.18,5355,0.901,1495,20.2,15.23,117,1426.59,518.76
2023-05-14,16,West,Dairy,6,5,0,0,0.104,555.4,3709,0.963,1907,22.7,16.38,91,1335.55,479.08
